"ensembl_gene_id","logFC_AMY_F_FENT","logFC_AMY_FENT","logFC_AMY_M_FENT","Motif","name","P.Value_AMY_F_FENT","P.Value_AMY_FENT","P.Value_AMY_M_FENT","Regulatory function","selected","shared name"
"ENSMUSG00000026077","-0.315211898","-0.475194566","-0.635177234","yetfasco-655","Npas2","0.162329862","0.003758037","0.00598024","Regulated","false","Npas2"
"ENSMUSG00000025026","0.001398381","-0.035135299","-0.071668978","yetfasco-655","Add3","0.98980794","0.650179467","0.513424413","Regulated","false","Add3"
"ENSMUSG00000075304","0.587434298","-0.219579664","-1.026593627","yetfasco-655","Sp5","0.262122799","0.551799013","0.052505281","Regulated","false","Sp5"
"ENSMUSG00000021994","0.054202381","0.124005717","0.193809052","yetfasco-655","Wnt5a","0.701272633","0.217229423","0.173278498","Regulated","false","Wnt5a"
"ENSMUSG00000018293","-0.004959126","0.089894878","0.184748881","yetfasco-655","Pfn1","0.956133043","0.161958367","0.04398496","Regulated","false","Pfn1"
"ENSMUSG00000045969","-0.04999396","0.013372442","0.076738844","yetfasco-655","Ing1","0.599117132","0.842225677","0.420466036","Regulated","false","Ing1"
"ENSMUSG00000063434","0.211737714","0.234641309","0.257544903","yetfasco-655","Sorcs3","0.135435332","0.020942234","0.070609612","Regulated","false","Sorcs3"
"ENSMUSG00000060985","0.062882135","-0.130926694","-0.324735524","yetfasco-655","Tdrd5","0.82232092","0.509158001","0.248743046","Regulated","false","Tdrd5"
"ENSMUSG00000045078","-0.185486471","-0.294076581","-0.40266669","yetfasco-655","Rnf216","0.359662154","0.042816359","0.049623719","Regulated","false","Rnf216"
"ENSMUSG00000042364","-0.073458761","-0.047615318","-0.021771875","yetfasco-655","Snx18","0.55739668","0.590609513","0.861769415","Regulated","false","Snx18"
"ENSMUSG00000041380","-0.042594509","0.024678211","0.09195093","yetfasco-655","Htr2c","0.799549138","0.835166984","0.583947631","Regulated","false","Htr2c"
"ENSMUSG00000026749","0.037307268","-0.058760576","-0.154828421","yetfasco-655","Nek6","0.772359326","0.519913226","0.232564678","Regulated","false","Nek6"
"ENSMUSG00000032116","-0.023577942","-0.03374058","-0.043903218","yetfasco-655","Stt3a","0.795724894","0.600651717","0.630006721","Regulated","false","Stt3a"
"ENSMUSG00000025202","-0.054794652","0.097322951","0.249440553","yetfasco-655","Scd3","0.780018355","0.483726169","0.206488366","Regulated","false","Scd3"
"ENSMUSG00000051375","-0.013165098","-0.082146736","-0.151128374","yetfasco-655","Pcdh1","0.925670248","0.411680523","0.286485206","Regulated","false","Pcdh1"
"ENSMUSG00000025505","0.037425829","-0.00456411","-0.046554048","yetfasco-655","Tmem80","0.866208499","0.976817075","0.834015534","Regulated","false","Tmem80"
"ENSMUSG00000024687","0.091941169","0.036026894","-0.019887381","yetfasco-655","Osbp","0.15851287","0.431887501","0.75848677","Regulated","false","Osbp"
"ENSMUSG00000021760","-0.588758351","-0.118423484","0.351911384","yetfasco-655","Gpx8","0.152610816","0.681710772","0.389948233","Regulated","false","Gpx8"
"ENSMUSG00000029275","0.186586401","0.294446158","0.402305914","yetfasco-655","Gfi1","0.567977557","0.204979352","0.22053328","Regulated","false","Gfi1"
"ENSMUSG00000063273","-0.024138511","-0.02912408","-0.034109648","yetfasco-655","Naa15","0.778360034","0.631266849","0.69093356","Regulated","false","Naa15"
"ENSMUSG00000030201","-0.031174249","-0.156272963","-0.281371677","yetfasco-655","Lrp6","0.789836392","0.06254787","0.018755854","Regulated","false","Lrp6"
"ENSMUSG00000024176","-0.036394743","0.105903588","0.248201918","yetfasco-655","Sox8","0.825570514","0.366006145","0.136431451","Regulated","false","Sox8"
"ENSMUSG00000068523","-0.290691325","-0.227175535","-0.163659746","yetfasco-655","Gng5","0.164393103","0.125030927","0.431165925","Regulated","false","Gng5"
"ENSMUSG00000048251","-0.119512552","0.010711956","0.140936464","yetfasco-655","Bcl11b","0.574886703","0.943248996","0.508568359","Regulated","false","Bcl11b"
"ENSMUSG00000037152","-0.094437747","0.209675311","0.513788368","yetfasco-655","Ndufc1","0.581289896","0.086814017","0.00375179","Regulated","false","Ndufc1"
"ENSMUSG00000023391","-0.041506153","-0.095214069","-0.148921984","yetfasco-655","Dlx2","0.949162038","0.83615702","0.81908824","Regulated","false","Dlx2"
"ENSMUSG00000022346","-0.009376543","-0.057474843","-0.105573143","yetfasco-655","Myc","0.965970018","0.711665315","0.631303316","Regulated","false","Myc"
"ENSMUSG00000030064","0.003026497","-0.011607433","-0.026241363","yetfasco-655","Frmd4b","0.986481702","0.926780308","0.883214141","Regulated","false","Frmd4b"
"ENSMUSG00000026872","-0.015447764","0.001839784","0.019127332","yetfasco-655","Zeb2","0.914929577","0.985644542","0.894775525","Regulated","false","Zeb2"
"ENSMUSG00000070643","0.316064641","0.049098705","-0.217867231","yetfasco-655","Sox13","0.149961447","0.749777131","0.318796219","Regulated","false","Sox13"
"ENSMUSG00000041708","-0.151277848","0.056311007","0.263899861","yetfasco-655","Mpped1","0.463701411","0.69921818","0.203217442","Regulated","false","Mpped1"
"ENSMUSG00000034118","0.047664493","-0.142546041","-0.332756576","yetfasco-655","Tpst1","0.648143791","0.05713536","0.002190724","Regulated","false","Tpst1"
"ENSMUSG00000044477","0.164566718","0.018862665","-0.126841388","yetfasco-655","Zfand3","0.090959242","0.781584387","0.190462739","Regulated","false","Zfand3"
"ENSMUSG00000034573","-0.124782197","-0.128010414","-0.131238632","yetfasco-655","Ptpn13","0.373481087","0.19828426","0.349433128","Regulated","false","Ptpn13"
"ENSMUSG00000021257","0.242371394","0.067197829","-0.107975736","yetfasco-655","Angel1","0.183469728","0.599684932","0.551082532","Regulated","false","Angel1"
"ENSMUSG00000020889","0.201073482","-0.017279327","-0.235632136","yetfasco-655","Nr1d1","0.136473237","0.855073093","0.082035618","Regulated","false","Nr1d1"
"ENSMUSG00000004110","-0.059281717","-0.017603185","0.024075347","yetfasco-655","Cacna1e","0.630374983","0.83973154","0.844936421","Regulated","false","Cacna1e"
"ENSMUSG00000032652","0.077494667","0.075905242","0.074315816","yetfasco-655","Crebl2","0.342051491","0.189669453","0.362072254","Regulated","false","Crebl2"
"ENSMUSG00000029501","-0.005886594","-0.001053708","0.003779177","yetfasco-655","Ankle2","0.952707472","0.988021342","0.969627601","Regulated","false","Ankle2"
"ENSMUSG00000070576","0.398545482","0.363879086","0.32921269","yetfasco-655","Mn1","0.055020563","0.01417515","0.111232109","Regulated","false","Mn1"
"ENSMUSG00000022494","0.014634067","-0.029728693","-0.074091453","yetfasco-655","Shisa9","0.894163484","0.702460006","0.501375632","Regulated","false","Shisa9"
"ENSMUSG00000052056","-0.087481995","-0.261088375","-0.434694755","yetfasco-655","Zfp217","0.676263536","0.081652891","0.041350581","Regulated","false","Zfp217"
"ENSMUSG00000023944","0.023365432","0.129276956","0.235188481","yetfasco-655","Hsp90ab1","0.812707415","0.067515097","0.019757907","Regulated","false","Hsp90ab1"
"ENSMUSG00000025969","0.013086979","0.008257687","0.003428394","yetfasco-655","Nrp2","0.919274693","0.927939247","0.978817825","Regulated","false","Nrp2"
"ENSMUSG00000063049","-0.14281806","-0.123944761","-0.105071462","yetfasco-655","Ing2","0.363955131","0.266015607","0.503510885","Regulated","false","Ing2"
"ENSMUSG00000047888","-0.229562984","-0.415766973","-0.601970961","yetfasco-655","Tnrc6b","0.38505442","0.028744794","0.025294289","Regulated","false","Tnrc6b"
"ENSMUSG00000020919","-0.080300933","-0.048244062","-0.01618719","yetfasco-655","Stat5b","0.561334586","0.621502916","0.906661075","Regulated","false","Stat5b"
"ENSMUSG00000003352","0.096047681","0.041064304","-0.013919074","yetfasco-655","Cacnb3","0.376755766","0.592270036","0.897747783","Regulated","false","Cacnb3"
"ENSMUSG00000044548","0.042591094","-0.370236144","-0.783063381","yetfasco-655","Dact1","0.878412307","0.063792576","0.006427291","Regulated","false","Dact1"
"ENSMUSG00000020385","-0.243484541","-0.153101602","-0.062718663","yetfasco-655","Clk4","0.252210041","0.308030807","0.766871888","Regulated","false","Clk4"
"ENSMUSG00000021944","-0.041429522","0.109017918","0.259465358","yetfasco-655","Gata4","0.898970199","0.636883059","0.427729557","Regulated","false","Gata4"
"ENSMUSG00000029207","0.08965994","-0.032174997","-0.154009934","yetfasco-655","Apbb2","0.511674002","0.738766025","0.26132781","Regulated","false","Apbb2"
"ENSMUSG00000027893","0.00142122","0.027557148","0.053693076","yetfasco-655","Ahcyl1","0.989394829","0.715649083","0.615926028","Regulated","false","Ahcyl1"
"ENSMUSG00000056708","-0.195310691","-0.256532239","-0.317753786","yetfasco-655","Ier5","0.281899947","0.048202682","0.082408235","Regulated","false","Ier5"
"ENSMUSG00000066440","0.073879354","-0.143890886","-0.361661127","yetfasco-655","Zfyve26","0.579183629","0.129847426","0.008320793","Regulated","false","Zfyve26"
"ENSMUSG00000015501","-0.232693253","-0.359364542","-0.486035831","yetfasco-655","Hivep2","0.255435033","0.01488574","0.019611355","Regulated","false","Hivep2"
"ENSMUSG00000005672","-0.261517342","-0.334214062","-0.406910783","yetfasco-655","Kit","0.197233062","0.021736034","0.04692921","Regulated","false","Kit"
"ENSMUSG00000024777","0.040942045","3.16495E-4","-0.040309055","yetfasco-655","Ppp2r5b","0.653940219","0.996086333","0.658941044","Regulated","false","Ppp2r5b"
"ENSMUSG00000039967","0.007095052","-0.143013704","-0.29312246","yetfasco-655","Zfp292","0.951838417","0.088991724","0.014968091","Regulated","false","Zfp292"
"ENSMUSG00000075232","0.013073218","-0.016764169","-0.046601556","yetfasco-655","Amd1","0.885775538","0.794510118","0.60896771","Regulated","false","Amd1"
"ENSMUSG00000055805","0.104692773","0.045167122","-0.01435853","yetfasco-655","Fmnl1","0.555039573","0.718513903","0.93538946","Regulated","false","Fmnl1"
"ENSMUSG00000027520","-0.157311295","-0.055889808","0.04553168","yetfasco-655","Zdbf2","0.300124761","0.601403334","0.763296301","Regulated","false","Zdbf2"
"ENSMUSG00000036815","0.117474803","0.102045956","0.086617109","yetfasco-655","Dpp10","0.473197245","0.378752144","0.596529551","Regulated","false","Dpp10"
"ENSMUSG00000038836","0.181763046","0.018798605","-0.144165836","yetfasco-655","Agbl3","0.248030449","0.865095124","0.358557074","Regulated","false","Agbl3"
"ENSMUSG00000007836","-0.019831091","0.077171454","0.174173999","yetfasco-655","Hnrnpa0","0.857473535","0.324900452","0.118448642","Regulated","false","Hnrnpa0"
"ENSMUSG00000063953","0.018071799","0.025355877","0.032639955","yetfasco-655","Amd2","0.844027213","0.696388731","0.722428732","Regulated","false","Amd2"
"ENSMUSG00000021575","-0.164759731","0.005599208","0.175958147","yetfasco-655","Ahrr","0.718658045","0.986178537","0.700453059","Regulated","false","Ahrr"
"ENSMUSG00000001576","0.104474911","0.052275603","7.63E-5","yetfasco-655","Ergic1","0.2042131","0.367334936","0.999255148","Regulated","false","Ergic1"
"ENSMUSG00000004880","-0.030344264","-0.125676102","-0.22100794","yetfasco-655","Lbr","0.794855781","0.13136504","0.061975727","Regulated","false","Lbr"
"ENSMUSG00000029502","-0.025868211","0.038467353","0.102802917","yetfasco-655","Golga3","0.733834055","0.475292337","0.179692713","Regulated","false","Golga3"
"ENSMUSG00000070509","0.011572074","-0.017993849","-0.047559772","yetfasco-655","Rgma","0.910319371","0.804415642","0.643704882","Regulated","false","Rgma"
"ENSMUSG00000022545","0.108089405","0.103330963","0.098572521","yetfasco-655","Ercc4","0.2827443","0.148047513","0.326889698","Regulated","false","Ercc4"
"ENSMUSG00000050050","0.327584691","0.019097223","-0.289390245","yetfasco-655","Ccdc158","0.291813396","0.930420385","0.351232949","Regulated","false","Ccdc158"
"ENSMUSG00000025907","-0.197526696","-0.15266308","-0.107799464","yetfasco-655","Rb1cc1","0.005179932","0.002388843","0.118456576","Regulated","false","Rb1cc1"
"ENSMUSG00000056537","-0.046262573","-0.006441887","0.033378799","yetfasco-655","Rlim","0.568495421","0.910468175","0.680541542","Regulated","false","Rlim"
"ENSMUSG00000025967","-0.14414721","-0.021312505","0.101522199","yetfasco-655","Eef1b2","0.167300996","0.771063949","0.328805084","Regulated","false","Eef1b2"
"ENSMUSG00000022201","-0.084240095","-0.043001433","-0.00176277","yetfasco-655","Zfr","0.262515177","0.417411583","0.981194592","Regulated","false","Zfr"
"ENSMUSG00000041540","-0.167775116","-0.306243469","-0.444711822","yetfasco-655","Sox5","0.420361091","0.040471609","0.035563037","Regulated","false","Sox5"
"ENSMUSG00000009621","0.006067845","0.107281436","0.208495027","yetfasco-655","Vav2","0.964788311","0.272119559","0.132984066","Regulated","false","Vav2"
"ENSMUSG00000026082","-0.142177868","-0.322778315","-0.503378762","yetfasco-655","Rev1","0.297245376","0.001299044","4.38749E-4","Regulated","false","Rev1"
"ENSMUSG00000042414","-0.322375134","-0.004508062","0.31335901","yetfasco-655","Prdm14","0.33802892","0.984824628","0.351610299","Regulated","false","Prdm14"
"ENSMUSG00000038797","0.030773414","-0.020263934","-0.071301283","yetfasco-655","Zscan2","0.799064905","0.81260751","0.555794027","Regulated","false","Zscan2"
"ENSMUSG00000033214","0.074591936","-0.036738618","-0.148069173","yetfasco-655","Slitrk5","0.428406451","0.580703743","0.118759433","Regulated","false","Slitrk5"
"ENSMUSG00000045725","0.202843274","4.4444E-4","-0.201954394","yetfasco-655","Prr15","0.580328208","0.998631264","0.58198423","Regulated","false","Prr15"
"ENSMUSG00000028370","-0.492324886","-0.159614001","0.173096883","yetfasco-655","Pappa","0.012372826","0.241587565","0.368053045","Regulated","false","Pappa"
"ENSMUSG00000037965","-0.217825816","-0.066565345","0.084695125","yetfasco-655","Zc3h7a","0.080469994","0.445229199","0.491993182","Regulated","false","Zc3h7a"
"ENSMUSG00000018476","0.010738976","-0.286259652","-0.583258279","yetfasco-655","Kdm6b","0.953661917","0.031712425","0.002412401","Regulated","false","Kdm6b"
"ENSMUSG00000042228","0.062126787","-0.0264413","-0.115009387","yetfasco-655","Lyn","0.789764649","0.872483242","0.62186983","Regulated","false","Lyn"
"ENSMUSG00000024427","-0.147092634","-0.118896831","-0.090701028","yetfasco-655","Spry4","0.310363629","0.246814342","0.530510182","Regulated","false","Spry4"
"ENSMUSG00000033278","0.088048151","-6.97916E-4","-0.089443984","yetfasco-655","Ptprm","0.474206717","0.993585312","0.467258801","Regulated","false","Ptprm"
"ENSMUSG00000001493","-0.81682907","-0.407455642","0.001917786","yetfasco-655","Meox1","0.05040246","0.164104316","0.996274728","Regulated","false","Meox1"
"ENSMUSG00000042772","0.092646328","0.018557318","-0.055531692","yetfasco-655","Smg7","0.272974537","0.755049789","0.509755924","Regulated","false","Smg7"
"ENSMUSG00000004056","-0.070739329","-0.171334882","-0.271930436","yetfasco-655","Akt2","0.523828229","0.031964419","0.016602496","Regulated","false","Akt2"
"ENSMUSG00000038375","0.105073708","-0.077556769","-0.260187245","yetfasco-655","Trp53inp2","0.499581667","0.481036685","0.097785784","Regulated","false","Trp53inp2"
"ENSMUSG00000038181","0.183985913","0.012552456","-0.158881002","yetfasco-655","Chpf2","0.10740557","0.875214896","0.163280191","Regulated","false","Chpf2"
"ENSMUSG00000048546","0.060290526","-0.194502352","-0.44929523","yetfasco-655","Tob2","0.622769889","0.027747959","4.95401E-4","Regulated","false","Tob2"
"ENSMUSG00000071454","-0.1295658","-0.083778191","-0.037990581","yetfasco-655","Dtnb","0.126064468","0.161165497","0.65080603","Regulated","false","Dtnb"
"ENSMUSG00000028020","0.050715802","0.116688574","0.182661347","yetfasco-655","Glrb","0.706347062","0.222848053","0.177852214","Regulated","false","Glrb"
"ENSMUSG00000039199","-0.049944572","-0.133656604","-0.217368636","yetfasco-655","Zdhhc1","0.71553696","0.170977236","0.11631039","Regulated","false","Zdhhc1"
"ENSMUSG00000075028","0.035228936","-0.114595868","-0.264420672","yetfasco-655","Prdm11","0.770866482","0.183431428","0.031998938","Regulated","false","Prdm11"
"ENSMUSG00000027243","-0.05365005","-0.071831977","-0.090013904","yetfasco-655","Harbi1","0.773229844","0.585670925","0.628986059","Regulated","false","Harbi1"
"ENSMUSG00000023845","-0.02323258","-0.059882234","-0.096531887","yetfasco-655","Lnpep","0.784479615","0.320680681","0.25823807","Regulated","false","Lnpep"
"ENSMUSG00000043241","0.072088523","0.115257521","0.158426518","yetfasco-655","Upf2","0.306210694","0.023009647","0.026959274","Regulated","false","Upf2"
"ENSMUSG00000053113","-0.383822548","-0.299530307","-0.215238066","yetfasco-655","Socs3","0.263186877","0.217413381","0.528875683","Regulated","false","Socs3"
"ENSMUSG00000036478","0.173135308","-0.200390916","-0.57391714","yetfasco-655","Btg1","0.394392548","0.165442811","0.006100057","Regulated","false","Btg1"
"ENSMUSG00000034300","0.081443249","-0.111718837","-0.304880924","yetfasco-655","Fam53c","0.459111777","0.153547635","0.00707957","Regulated","false","Fam53c"
"ENSMUSG00000024096","1.85548E-4","0.005147884","0.010110219","yetfasco-655","Ralbp1","0.99800912","0.922013006","0.891861622","Regulated","false","Ralbp1"
"ENSMUSG00000092074","-0.258637456","-0.212707905","-0.166778355","yetfasco-655","Dynlt1a","0.224272569","0.158436865","0.431581698","Regulated","false","Dynlt1a"
"ENSMUSG00000033327","-0.182098772","-0.294280632","-0.406462491","yetfasco-655","Tnxb","0.563305838","0.189154956","0.199539683","Regulated","false","Tnxb"
"ENSMUSG00000026987","0.047634056","-0.08722977","-0.222093596","yetfasco-655","Baz2b","0.670511414","0.272619462","0.050791084","Regulated","false","Baz2b"
"ENSMUSG00000022817","0.023387057","0.004087375","-0.015212307","yetfasco-655","Itgb5","0.939472265","0.985025926","0.960606854","Regulated","false","Itgb5"
"ENSMUSG00000026556","0.041074182","0.022344588","0.003614994","yetfasco-655","Vangl2","0.728355498","0.789270419","0.975602076","Regulated","false","Vangl2"
"ENSMUSG00000053477","-0.112288806","-0.193376703","-0.2744646","yetfasco-655","Tcf4","0.317398151","0.01699912","0.016622604","Regulated","false","Tcf4"
"ENSMUSG00000032740","-0.060574441","-0.082381088","-0.104187734","yetfasco-655","Ccdc88a","0.654597053","0.390608151","0.442349755","Regulated","false","Ccdc88a"
"ENSMUSG00000031010","-0.031447234","0.06338634","0.158219913","yetfasco-655","Usp9x","0.735037655","0.336343174","0.092333396","Regulated","false","Usp9x"
"ENSMUSG00000028954","0.047779607","0.066886191","0.085992775","yetfasco-655","Nub1","0.616688143","0.323191291","0.368782104","Regulated","false","Nub1"
"ENSMUSG00000023972","-0.014011018","-0.093929676","-0.173848334","yetfasco-655","Ptk7","0.921698417","0.353116236","0.225466274","Regulated","false","Ptk7"
"ENSMUSG00000058665","0.511153953","0.751574399","0.991994845","yetfasco-655","En1","0.329649869","0.045407442","0.061288297","Regulated","false","En1"
"ENSMUSG00000036959","0.07012955","-0.040160653","-0.150450856","yetfasco-655","Bcorl1","0.517158251","0.599654243","0.167321185","Regulated","false","Bcorl1"
"ENSMUSG00000021048","0.036944078","0.101451356","0.165958634","yetfasco-655","Mthfd1","0.730122761","0.183407218","0.124785709","Regulated","false","Mthfd1"
"ENSMUSG00000029713","-0.091605664","-0.073479384","-0.055353104","yetfasco-655","Gnb2","0.352437474","0.292006848","0.573310541","Regulated","false","Gnb2"
"ENSMUSG00000079215","0.054671156","0.010882245","-0.032906665","yetfasco-655","Zfp664","0.488805652","0.845221182","0.676546522","Regulated","false","Zfp664"
"ENSMUSG00000024590","-0.141633341","-0.086945505","-0.032257669","yetfasco-655","Lmnb1","0.350390315","0.417110811","0.830991634","Regulated","false","Lmnb1"
"ENSMUSG00000040003","0.11539705","0.072176605","0.028956161","yetfasco-655","Magi2","0.272974792","0.331682122","0.782249613","Regulated","false","Magi2"
"ENSMUSG00000022280","-0.108954429","-0.18344693","-0.257939432","yetfasco-655","Rnf19a","0.402389618","0.049164298","0.050441894","Regulated","false","Rnf19a"
"ENSMUSG00000018417","-0.372756427","-0.44782686","-0.522897292","yetfasco-655","Myo1b","0.013329103","5.71E-5","6.94468E-4","Regulated","false","Myo1b"
"ENSMUSG00000041225","-0.13809898","-0.041761828","0.054575323","yetfasco-655","Arhgap12","0.093484717","0.468865855","0.503151587","Regulated","false","Arhgap12"
"ENSMUSG00000054160","-0.603119679","-0.461559893","-0.320000107","yetfasco-655","Nkx2-4","0.193715661","0.160050389","0.488239271","Regulated","false","Nkx2-4"
"ENSMUSG00000033419","0.067205684","0.10687663","0.146547575","yetfasco-655","Snap91","0.430942631","0.079615974","0.08896437","Regulated","false","Snap91"
"ENSMUSG00000042589","0.054697959","-0.05700324","-0.168704438","yetfasco-655","Cux2","0.565210856","0.397419714","0.079552006","Regulated","false","Cux2"
"ENSMUSG00000031823","0.090488804","-0.044092606","-0.178674016","yetfasco-655","Zdhhc7","0.383870343","0.547790907","0.088415945","Regulated","false","Zdhhc7"
"ENSMUSG00000066149","-0.10119605","-0.013112825","0.0749704","yetfasco-655","Cdc26","0.45585141","0.891061811","0.580243853","Regulated","false","Cdc26"
"ENSMUSG00000002147","0.096602744","0.056075115","0.015547485","yetfasco-655","Stat6","0.639907537","0.700859372","0.939927251","Regulated","false","Stat6"
"ENSMUSG00000055022","0.126733092","0.134747591","0.142762089","yetfasco-655","Cntn1","0.148124373","0.031463672","0.10410038","Regulated","false","Cntn1"
"ENSMUSG00000003279","0.083417103","-0.078871177","-0.241159457","yetfasco-655","Dlgap1","0.58412138","0.464662306","0.116872974","Regulated","false","Dlgap1"
"ENSMUSG00000040054","0.027215568","-0.158895635","-0.345006837","yetfasco-655","Baz2a","0.809649721","0.050319104","0.003248233","Regulated","false","Baz2a"
"ENSMUSG00000060743","-0.230341081","-0.12565941","-0.020977738","yetfasco-655","H3f3a","0.051131027","0.1299131","0.856763932","Regulated","false","H3f3a"
"ENSMUSG00000041859","0.18466266","0.159849806","0.135036953","yetfasco-655","Mcm3","0.525900145","0.437856224","0.642511738","Regulated","false","Mcm3"
"ENSMUSG00000035069","-0.0590874","-0.27444373","-0.489800059","yetfasco-655","Oma1","0.736964901","0.030482723","0.006930439","Regulated","false","Oma1"
"ENSMUSG00000037992","-0.052236596","-0.200114132","-0.347991667","yetfasco-655","Rara","0.798571061","0.170068644","0.092899352","Regulated","false","Rara"
"ENSMUSG00000006270","0.30256111","-0.049140161","-0.400841431","yetfasco-655","Vax1","0.663404512","0.920312465","0.5644525","Regulated","false","Vax1"
"ENSMUSG00000024789","-0.065384498","-0.04995836","-0.034532222","yetfasco-655","Jak2","0.490858746","0.456758744","0.715569959","Regulated","false","Jak2"
"ENSMUSG00000022096","-0.153074483","-0.511456732","-0.869838981","yetfasco-655","Hr","0.415393893","2.6769E-4","1.82E-5","Regulated","false","Hr"
"ENSMUSG00000020821","-0.032334445","0.035719185","0.103772814","yetfasco-655","Kif1c","0.819565735","0.721658973","0.465038184","Regulated","false","Kif1c"
"ENSMUSG00000055547","0.176010834","0.075831759","-0.024347315","yetfasco-655","Apobec4","0.540159318","0.708695592","0.932366211","Regulated","false","Apobec4"
"ENSMUSG00000052632","0.065424368","0.018102736","-0.029218896","yetfasco-655","Asap2","0.337611842","0.706574093","0.667499701","Regulated","false","Asap2"
"ENSMUSG00000040270","-0.139942796","-0.290289322","-0.440635849","yetfasco-655","Bach2","0.55248523","0.084816716","0.064845982","Regulated","false","Bach2"
"ENSMUSG00000005045","0.147983606","0.154310323","0.16063704","yetfasco-655","Chd5","0.116130605","0.022035902","0.088669999","Regulated","false","Chd5"
"ENSMUSG00000000567","-0.101927405","-0.0091904","0.083546605","yetfasco-655","Sox9","0.516907395","0.934019313","0.595036246","Regulated","false","Sox9"
"ENSMUSG00000022807","-0.013528771","-0.097085221","-0.180641671","yetfasco-655","Osbpl11","0.899119718","0.201318875","0.094353825","Regulated","false","Osbpl11"
"ENSMUSG00000037652","0.025160499","-0.055221989","-0.135604477","yetfasco-655","Phc3","0.752644025","0.32971213","0.093140229","Regulated","false","Phc3"
"ENSMUSG00000000282","-6.06866E-4","-0.055525007","-0.110443147","yetfasco-655","Mnt","0.994563832","0.379555859","0.217949663","Regulated","false","Mnt"
"ENSMUSG00000038538","0.004480443","-0.229496667","-0.463473776","yetfasco-655","Ubn2","0.976711422","0.037872036","0.003589028","Regulated","false","Ubn2"
"ENSMUSG00000027210","0.515717207","0.296893739","0.078070271","yetfasco-655","Meis2","0.190534351","0.285379419","0.841817683","Regulated","false","Meis2"
"ENSMUSG00000045671","0.097462315","0.003282963","-0.090896388","yetfasco-655","Spred2","0.383900389","0.966807994","0.416556645","Regulated","false","Spred2"
"ENSMUSG00002076083","0.116505667","0.04584156","-0.024822547","yetfasco-655","Klhl17","0.296043429","0.559677239","0.823052224","Regulated","false","Klhl17"
"ENSMUSG00000024922","0.321248462","0.147021082","-0.027206299","yetfasco-655","Ovol1","0.381923628","0.570737324","0.94078214","Regulated","false","Ovol1"
"ENSMUSG00000030109","0.013211167","-0.242137881","-0.497486929","yetfasco-655","Slc6a12","0.984543525","0.615936505","0.466681108","Regulated","false","Slc6a12"
"ENSMUSG00000038902","0.014410743","-0.080614053","-0.175638849","yetfasco-655","Pogz","0.884657159","0.253685808","0.08089185","Regulated","false","Pogz"
"ENSMUSG00000000120","0.216102742","0.106237166","-0.00362841","yetfasco-655","Ngfr","0.426071889","0.579494116","0.989308903","Regulated","false","Ngfr"
"ENSMUSG00000044288","-0.012495704","-0.032896221","-0.053296737","yetfasco-655","Cnr1","0.94186607","0.786064481","0.755862555","Regulated","false","Cnr1"
"ENSMUSG00000021065","-0.050652088","-0.115865159","-0.181078229","yetfasco-655","Fut8","0.567623976","0.067924924","0.044302023","Regulated","false","Fut8"
"ENSMUSG00000028759","0.032705462","0.048291621","0.06387778","yetfasco-655","Hp1bp3","0.700171283","0.42229351","0.452769422","Regulated","false","Hp1bp3"
"ENSMUSG00000028464","-0.008983755","-0.008564565","-0.008145375","yetfasco-655","Tpm2","0.983199429","0.977350452","0.984767083","Regulated","false","Tpm2"
"ENSMUSG00000041624","0.058660816","-0.004659954","-0.067980724","yetfasco-655","Gucy1a2","0.553137714","0.946800649","0.492120232","Regulated","false","Gucy1a2"
"ENSMUSG00000034761","-0.029867634","-0.079692463","-0.129517291","yetfasco-655","Map4k5","0.803258315","0.348843716","0.282222984","Regulated","false","Map4k5"
"ENSMUSG00000037235","-0.064526377","-0.226910907","-0.389295437","yetfasco-655","Mxd4","0.595618155","0.010195914","0.002082555","Regulated","false","Mxd4"
"ENSMUSG00000030265","0.044906456","0.068506099","0.092105743","yetfasco-655","Kras","0.574777926","0.228371504","0.251858304","Regulated","false","Kras"
"ENSMUSG00000025229","-0.013073909","0.148377897","0.309829703","yetfasco-655","Pitx3","0.977698559","0.653942733","0.508452261","Regulated","false","Pitx3"
"ENSMUSG00000063605","0.116493985","-0.264135576","-0.644765137","yetfasco-655","Ccdc102a","0.65515096","0.155288621","0.015805917","Regulated","false","Ccdc102a"
"ENSMUSG00000052423","0.366197482","0.077525546","-0.21114639","yetfasco-655","B4galt3","6.53343E-4","0.285738012","0.042360754","Regulated","false","B4galt3"
"ENSMUSG00000020189","-0.030854869","-0.074102129","-0.117349388","yetfasco-655","Osbpl8","0.706709149","0.204062338","0.155675185","Regulated","false","Osbpl8"
"ENSMUSG00000028042","0.120406292","-0.409978516","-0.940363323","yetfasco-655","Zbtb7b","0.596511221","0.012918206","1.04726E-4","Regulated","false","Zbtb7b"
"ENSMUSG00000053931","0.042351195","0.186372022","0.330392848","yetfasco-655","Cnn3","0.752140572","0.052957953","0.016179916","Regulated","false","Cnn3"
"ENSMUSG00000020640","-0.159449978","-0.201024182","-0.242598386","yetfasco-655","Itsn2","0.169496734","0.016003677","0.038544824","Regulated","false","Itsn2"
"ENSMUSG00000026389","-0.295786847","-0.079754151","0.136278546","yetfasco-655","Steap3","0.18819033","0.61359486","0.541990285","Regulated","false","Steap3"
