"ensembl_gene_id","logFC_AMY_F_FENT","logFC_AMY_FENT","logFC_AMY_M_FENT","Motif","name","P.Value_AMY_F_FENT","P.Value_AMY_FENT","P.Value_AMY_M_FENT","Regulatory function","selected","shared name"
"ENSMUSG00000000303","0.395212043","-0.454913206","-1.305038456","yetfasco-655","Cdh1","0.611637667","0.409348726","0.097124757","Regulated","false","Cdh1"
"ENSMUSG00000053153","-0.802634533","-0.618138099","-0.433641665","yetfasco-655","Spag16","0.078337917","0.055778898","0.337082476","Regulated","false","Spag16"
"ENSMUSG00000038615","0.183323047","0.165966885","0.148610723","yetfasco-655","Nfe2l1","0.025923593","0.004869099","0.069","Regulated","false","Nfe2l1"
"ENSMUSG00000028785","-0.417349528","-0.144184963","0.128979601","yetfasco-655","Hpca","0.042456389","0.315119678","0.524103659","Regulated","false","Hpca"
"ENSMUSG00000002319","0.148047731","0.178012981","0.20797823","yetfasco-655","Ipo4","0.132931383","0.012028406","0.036444532","Regulated","false","Ipo4"
"ENSMUSG00000048000","-0.196995819","-0.134831493","-0.072667167","yetfasco-655","Gigyf2","0.026245898","0.03123494","0.403830514","Regulated","false","Gigyf2"
"ENSMUSG00000057440","0.342472392","0.257303046","0.1721337","yetfasco-655","Mpp7","0.026753891","0.018901148","0.258180261","Regulated","false","Mpp7"
"ENSMUSG00000041078","0.100991253","0.095637565","0.090283876","yetfasco-655","Grid1","0.473705572","0.338124415","0.521665663","Regulated","false","Grid1"
"ENSMUSG00000034205","0.374225923","-0.325368646","-1.024963216","yetfasco-655","Loxl2","0.385516228","0.286750564","0.019814147","Regulated","false","Loxl2"
"ENSMUSG00000021476","0.019972814","0.111630353","0.203287891","yetfasco-655","Habp4","0.791457999","0.040025407","0.008930383","Regulated","false","Habp4"
"ENSMUSG00000021750","-0.524750379","-0.534073974","-0.543397568","yetfasco-655","Fam107a","0.034475714","0.002828748","0.028765055","Regulated","false","Fam107a"
"ENSMUSG00000051285","-0.05410065","-0.030008441","-0.005916232","yetfasco-655","Pcmtd1","0.664378052","0.733516685","0.962127214","Regulated","false","Pcmtd1"
"ENSMUSG00000061393","-0.044068553","-0.156453249","-0.268837944","yetfasco-655","Acvr2b","0.773379288","0.151649015","0.082744501","Regulated","false","Acvr2b"
"ENSMUSG00000057914","0.060775123","-0.033052002","-0.126879126","yetfasco-655","Cacnb2","0.461649151","0.570921359","0.127203808","Regulated","false","Cacnb2"
"ENSMUSG00000025216","0.429106005","0.417480994","0.405855983","yetfasco-655","Lbx1","0.101080849","0.025489475","0.120511324","Regulated","false","Lbx1"
"ENSMUSG00000007805","1.11637721","0.540250038","-0.035877134","yetfasco-655","Twist2","0.013841751","0.087764103","0.935308989","Regulated","false","Twist2"
"ENSMUSG00000032396","-0.369221168","0.048958105","0.467137377","yetfasco-655","Dis3l","0.015539459","0.642106155","0.002540332","Regulated","false","Dis3l"
"ENSMUSG00000046719","-0.003160645","0.09050323","0.184167106","yetfasco-655","Nxph3","0.987328411","0.520852961","0.356470239","Regulated","false","Nxph3"
"ENSMUSG00000029185","-0.011736767","0.091092057","0.193920881","yetfasco-655","Fam114a1","0.955832315","0.543875042","0.361829013","Regulated","false","Fam114a1"
